Channel,Value,Mask
Cz,-0.34062244837622646,True
Pz,-0.34766161929663875,True
Oz,0.08565224434452684,True
Fz,-0.2813693496935879,True
C3,-0.30982056748749026,True
C4,-0.5040747572827327,True
P3,-0.6706602514307325,True
P4,0.5457251600076969,True
Cz,-0.8738362011942459,True
Pz,-0.8460907344345544,True
Oz,0.2504607488234778,True
Fz,0.24877766911535817,True
C3,-0.362874904626825,True
C4,-0.3268287964082222,True
P3,-0.5112144006699338,True
P4,1.166585833842594,True
Cz,-0.6207618972958057,True
Pz,-0.6303463379407642,True
Oz,0.16453289129322138,True
Fz,0.00481900085262123,True
C3,0.0810798057133173,True
C4,-0.4075219360100942,True
P3,-0.10560128709037601,True
P4,0.6705060645265402,True
Cz,-0.24624316880489627,True
Pz,-0.20570157396191222,True
Oz,0.6627715285610508,True
Fz,0.36710712894354297,True
C3,-0.059750470675996446,True
C4,-0.5095832215509883,True
P3,-0.17262096578362665,True
P4,0.8308989114340946,True
Cz,-0.6507933148583229,True
Pz,-0.5764407496887498,True
Oz,0.43134427339103554,True
Fz,0.2567986400507299,True
C3,-0.42234689207011683,True
C4,-0.417147273404239,True
P3,-0.2859178821877016,True
P4,1.3623822124323937,True
Cz,-0.5661031514586377,True
Pz,-0.5041880359125046,True
Oz,0.16122185810218556,True
Fz,0.17952352732275142,True
C3,0.07582766925257858,True
C4,-0.7302993475638406,True
P3,-0.14818733319180505,True
P4,1.026532733373691,True
Cz,-0.5832448889536836,True
Pz,-0.5886844211756628,True
Oz,0.019879548739062888,True
Fz,0.33657406538113216,True
C3,-0.23002163547063834,True
C4,-0.5248893221394232,True
P3,-0.3477744966237748,True
P4,1.1746967171254508,True
Cz,-0.7126357183700163,True
Pz,-0.6775397864814175,True
Oz,-0.041799456960774334,True
Fz,-0.23162102646469773,True
C3,-0.5928303540158655,True
C4,-1.003045173908074,True
P3,-0.37407107647159915,True
P4,0.8085770385075426,True
Cz,-0.5876044418266645,True
Pz,-0.5956608752429631,True
Oz,-0.32685724318809234,True
Fz,-0.2917774461504504,True
C3,-0.8792035242734725,True
C4,-0.8960426901198838,True
P3,-0.42119450243771694,True
P4,0.47601595009148895,True
Cz,-0.2300496942798855,True
Pz,-0.2304591499124948,True
Oz,0.6385838656776724,True
Fz,0.03688567274318638,True
C3,-0.5087121451133123,True
C4,-0.54231637110089,True
P3,-0.4940144183497929,True
P4,0.8294460918510095,True
Cz,-0.07621377513080324,True
Pz,-0.08102882342854666,True
Oz,0.2647167014612813,True
Fz,0.11822834320138978,True
C3,-0.6050744627864575,True
C4,-0.556445046671078,True
P3,-0.5486096648708353,True
P4,0.6970344417864044,True
Cz,-0.4547791849636332,True
Pz,-0.43752491309114777,True
Oz,0.254846549784323,True
Fz,0.03683464432536736,True
C3,0.19754649722838813,True
C4,0.47954084660113255,True
P3,-0.07021294046057465,True
P4,0.8551743368297238,True
Cz,-0.6886463650069534,True
Pz,-0.6577514470586832,True
