Channel,Value,Mask
Cz,0.5891529287395004,True
Pz,0.5400977954112729,True
Oz,1.8643058801155932,True
Fz,0.9155714994881016,True
C3,0.09948790382802011,True
C4,-0.34315902714634505,True
P3,0.6134634880249791,True
P4,0.8750530056043396,True
Cz,0.40175690981115353,True
Pz,0.6578617409387569,True
Oz,1.908372273156574,True
Fz,1.0334043485868645,True
C3,-0.170848185015394,True
C4,-0.49976977291955144,True
P3,0.8296230717254698,True
P4,1.046434181830093,True
Cz,0.8214369803724799,True
Pz,1.7120263684568284,True
Oz,2.3559258270841283,True
Fz,1.2444671772066036,True
C3,0.3884315614092254,True
C4,0.5652980127783286,True
P3,1.5678874526302353,True
P4,1.7583096137837437,True
Cz,0.3471022024700426,True
Pz,1.5846580778525823,True
Oz,1.8662791735606097,True
Fz,0.8501281616074022,True
C3,0.1754438222370558,True
C4,-0.8285278326118246,True
P3,0.9474286877665835,True
P4,1.3803389554364183,True
Cz,0.8859470692646526,True
Pz,1.9823472538643128,True
Oz,2.4114378230835047,True
Fz,1.1782149065459717,True
C3,-0.07727063999756857,True
C4,0.5708271113023815,True
P3,1.383009130439235,True
P4,1.1846120557835322,True
Cz,0.9248363161931146,True
Pz,1.2794911280333585,True
Oz,1.752727311752142,True
Fz,0.8381714344596021,True
C3,0.34233496653441847,True
C4,0.2134563185171954,True
P3,0.9572041784713056,True
P4,1.0023336602913746,True
Cz,0.7881059481443768,True
Pz,1.524534272976564,True
Oz,2.685045119499642,True
Fz,1.568117964397368,True
C3,0.38729925151554434,True
C4,-0.041232131773941014,True
P3,1.382836842385298,True
P4,1.579942184972254,True
Cz,1.0206347659665183,True
Pz,1.3454114302191285,True
Oz,2.4027028843088214,True
Fz,1.3689747939789965,True
C3,0.6904668858064054,True
C4,0.3453971473793406,True
P3,1.2718889368431028,True
P4,1.0446320590709206,True
Cz,0.25983228367530786,True
Pz,1.1926221429608193,True
Oz,1.8407431768565814,True
Fz,0.7650232689400757,True
C3,-0.03656838585234509,True
C4,-0.17978618305078992,True
P3,1.1763750345730821,True
P4,1.0446420914831909,True
Cz,0.49131634111419353,True
Pz,0.39140613427686466,True
Oz,1.6217312219922384,True
Fz,0.8569144212055928,True
C3,0.38172976464599573,True
C4,-0.5166567495337119,True
P3,0.4195727719710194,True
P4,1.1038507452371602,True
Cz,1.240842334479153,True
Pz,1.5125889678184397,True
Oz,2.4420813684299545,True
Fz,1.6658402235256364,True
C3,0.884835864602496,True
C4,0.39502266579897677,True
P3,1.5996384593477788,True
P4,1.2856051485053162,True
Cz,0.8423058793059082,True
Pz,0.1208696143496359,True
Oz,1.4986335061104445,True
Fz,1.0813641821241353,True
C3,0.3820367369595896,True
C4,0.19961909694275587,True
P3,0.8058478386560244,True
P4,0.8115740506005965,True
Cz,0.5767951661626503,True
Pz,-0.1241404601953064,True
Oz,1.2485341577206859,True
Fz,0.4119459836771036,True
C3,-0.08233215449931723,True
C4,0.501029828557762,True
P3,0.3994250606416849,True
P4,0.7305881853409618,True
Cz,-0.3917117600901113,True
Pz,1.4238132937567998,True
Oz,1.2225029649309842,True
Fz,0.5217035205223189,True
C3,-0.29906578819247204,True
C4,-0.29063429020367365,True
P3,1.281091108541446,True
P4,1.2181220571609432,True
Cz,-0.40057041942949617,True
Pz,0.1253859961034616,True
Oz,0.8522481671811399,True
Fz,-0.23305785253093236,True
C3,-0.9478986861933528,True
C4,-0.9919325718815583,True
P3,-0.3499717313137675,True
P4,0.4357107568580208,True
Cz,0.5197394250141768,True
Pz,1.3264181577016678,True
Oz,2.075422839635622,True
Fz,0.8249722556081562,True
C3,0.05356977797552719,True
C4,0.14204058557051216,True
P3,1.2735133900327762,True
P4,0.9883057154916697,True
Cz,0.8826427921362886,True
Pz,1.2057304425261477,True
Oz,2.1155088824813677,True
Fz,1.2491810785917705,True
C3,0.3273633314653418,True
C4,0.21561291156898088,True
P3,1.130021936561601,True
P4,1.3664855007541832,True
Cz,0.672521092466244,True
Pz,1.251588745807694,True
Oz,1.5707341358723577,True
Fz,0.5499314786618721,True
C3,-0.22785631108577656,True
C4,-0.012179751624536083,True
P3,1.101624233919797,True
P4,0.4395496885780361,True
Cz,0.9107178612239576,True
Pz,0.8799124568063967,True
Oz,1.6652428311486724,True
Fz,0.9661300782890709,True
C3,0.28801270336573404,True
C4,0.17527905277650566,True
P3,1.1254241634826827,True
P4,0.9738070787291693,True
Cz,0.699185045738696,True
Pz,1.0803268417002532,True
Oz,2.26982810438444,True
Fz,1.1818742660783432,True
C3,0.35383231289783823,True
C4,-0.32798436349883725,True
P3,1.0809847556250214,True
P4,1.3043629955065044,True
Cz,0.9463414928029004,True
Pz,0.6144636237734048,True
Oz,1.9404870374322611,True
Fz,1.4271714613278155,True
C3,0.10295001278648007,True
C4,0.5659283203170821,True
P3,1.6004318201006227,True
P4,0.8015685591474462,True
Cz,0.9713480619739326,True
Pz,0.7526020029616218,True
Oz,1.7916890418169233,True
Fz,1.0909395753162623,True
C3,0.18932932108699235,True
C4,0.512893529610899,True
P3,0.781077295729807,True
P4,0.6764722377732745,True
Cz,-0.00809144352155708,True
Pz,0.5218361735311994,True
Oz,0.9734933449060161,True
Fz,0.5007046311349492,True
C3,-0.3967935323858189,True
C4,-0.5966908825898725,True
P3,0.11264451822634446,True
P4,0.44267015722092046,True
Cz,-1.0315434370459073,False
Pz,-1.1005175771977225,False
Oz,0.023729256634758115,False
Fz,-0.8593117461383042,False
C3,-1.1692060097007795,True
C4,-0.999338004561343,True
P3,-0.42061922964981013,True
P4,-1.0468219271080845,False
Cz,-1.8874366551150994,False
Pz,-1.6254510077607829,False
Oz,-1.0261924160474696,False
Fz,-1.662664377902158,False
C3,-1.9306345493885155,False
C4,-1.8639209912317334,False
P3,-1.596248627352325,False
P4,-1.5329237818411725,False
Cz,-1.3141114053381266,False
Pz,-0.4682022424794257,True
Oz,-0.5048968135393891,False
Fz,-1.1992585020352984,False
C3,-1.473959464698348,False
C4,-1.5419791606733066,False
P3,-0.9573640394559416,False
P4,-0.5561022252445376,False
Cz,-1.8346292412415024,False
Pz,-0.9228462653372901,False
Oz,-0.1488855256068227,False
Fz,-0.9098581634491142,False
C3,-1.3205973807411535,False
C4,-1.4817017683143272,False
P3,-0.6957005338211616,False
P4,-0.656464285286026,False
Cz,0.10572585708055011,True
Pz,-0.08382321821537865,True
Oz,0.8551639289885109,True
Fz,0.22914086979499895,True
C3,-0.4379031226282208,True
C4,-0.43719187566862294,True
P3,0.2644995725232349,True
P4,0.06378546288762309,True
Cz,0.5420732713337352,True
Pz,1.6729725610994537,True
Oz,1.949717072508637,True
Fz,1.2277920185351694,True
C3,-0.054032247901640525,True
C4,-0.18801046637305488,True
P3,1.4390238057695806,True
P4,1.4186879954846703,True
Cz,0.34294019490191313,True
Pz,1.6797043291980778,True
Oz,1.5610974642743798,True
Fz,0.7627852899918288,True
C3,-0.5007602738130563,True
C4,-0.18530923469433597,True
P3,1.2306255850306822,True
P4,1.2370252290057326,True
Cz,-0.6089534189905242,True
Pz,-0.22123901759720416,True
Oz,0.1589366719897749,False
Fz,-0.7840630773797248,False
C3,-0.9567136200838791,True
C4,-0.7590381999401998,True
P3,-0.37317919384331,True
P4,-0.4294117332545686,True
Cz,0.8819423555967976,True
Pz,1.7878425686536048,True
Oz,1.6750213676765158,True
Fz,1.0998644014109626,True
C3,0.17640923703393233,True
C4,-0.0819635703636899,True
P3,1.293446483045467,True
P4,1.4295637863212851,True
Cz,-0.6089562404349593,True
