Channel,Value,Mask
Cz,-0.8616620148196046,True
Pz,-1.125135317444508,True
Oz,-0.9899307302003225,True
Fz,-0.6838560337835817,True
C3,-1.4377677445953774,True
C4,-1.1389231109423077,True
P3,-0.863160655149382,True
P4,-1.0287166481523315,True
Cz,-0.7496465965423397,True
Pz,-0.8960830657665907,True
Oz,-0.7140742294188525,True
Fz,-0.656867534229783,True
C3,-1.049801662953025,True
C4,-1.1186953331086795,True
P3,-0.7536517215690787,True
P4,-0.7499334821961049,True
Cz,-0.7556874201509589,True
Pz,-0.7182932443242316,True
Oz,-0.5032645006729818,True
Fz,-0.844370347328149,True
C3,-1.1739516471694509,True
C4,-1.2637906598223694,True
P3,-0.599870900398922,True
P4,-1.0021310345805632,True
Cz,0.01381335088483498,True
Pz,-0.4040727191977485,True
Oz,0.2652096440772539,True
Fz,0.31366031440986913,True
C3,-0.6630075305372575,True
C4,-0.6466224761541342,True
P3,-0.15199691965734066,True
P4,-0.4347517624364239,True
Cz,-0.6178532861015456,True
Pz,-0.7137186027197997,True
Oz,-0.3443079601420164,True
Fz,-0.289197660214865,True
C3,-0.7007557443911976,True
C4,-1.0298396585103324,True
P3,-0.268258845125397,True
P4,-0.04164382912287884,True
Cz,-0.34835018856848693,True
Pz,-0.25136227789375565,True
Oz,-0.018287755636022043,True
Fz,0.023827557191163976,True
C3,-0.7867184521141023,True
C4,-0.08748781589755222,True
P3,0.6727431689499488,True
P4,-0.05079719231210906,True
Cz,-0.644891919689615,True
Pz,-1.155816002059624,True
Oz,-0.6326417223278841,True
Fz,-0.9216953688066439,True
C3,-1.3195479985287535,True
C4,-0.9786460821597752,True
P3,-1.2717957655836192,True
P4,-0.9478426209696587,True
Cz,-0.30040113530833173,True
Pz,-0.42074594260886294,True
Oz,-0.30685042277758606,True
Fz,-0.9314529980886116,True
C3,-1.1788411659625813,True
C4,-0.5971541520608642,True
P3,-0.9428418278523713,True
P4,-0.4944217103430999,True
Cz,-0.6389346573300482,True
Pz,-0.7526305430975371,True
Oz,-0.2842972060431031,True
Fz,-0.5911515270407769,True
C3,-0.9229728588500759,True
C4,-1.1067633350808572,True
P3,-0.5906971361770427,True
P4,-0.9978670987854915,True
Cz,-0.6246508568105383,True
Pz,-0.4820899910018075,True
Oz,-0.27813788665330286,True
Fz,-0.45207079478068657,True
C3,-0.9315768351360598,True
C4,-0.7592195461683959,True
P3,-0.7430161661334396,True
P4,-0.4466109550311246,True
Cz,-0.750429486484879,True
Pz,-0.19342852229502086,True
Oz,-0.15060077024518545,True
Fz,-0.24896174717145078,True
C3,-0.5517081304231385,True
C4,-0.08997440422795927,True
P3,-0.33192214960879207,True
P4,0.1910491770474404,True
Cz,-0.8235472248079854,True
Pz,-0.6960832984341047,True
Oz,-0.6581088306032953,True
Fz,-0.6315951398137944,True
C3,-0.8442591409087764,True
C4,-0.7317010373245484,True
P3,-0.10724979992075744,True
P4,-0.7834659805657211,True
Cz,-0.8900397033754008,True
Pz,-0.44082707876100496,True
Oz,-0.3135709404157335,True
Fz,-0.29021591723759294,True
C3,-0.9460450133082169,True
C4,-0.8856538036839211,True
P3,-0.41684274617568967,True
P4,-0.700584850989915,True
Cz,0.0505321658949042,True
Pz,0.08378335378786603,True
Oz,0.29105736806424554,True
Fz,0.056022122177448896,True
C3,-0.5353349240248276,True
C4,-0.5377842492836039,True
P3,0.08653403568207964,True
P4,-0.32481272431131913,True
Cz,-0.5607410377049756,True
Pz,-0.5476115453085021,True
Oz,-0.12144040726766427,True
Fz,-0.4020833225281123,True
C3,-0.9478045302924082,True
C4,-1.0341724639106866,True
P3,-0.38529474235491723,True
P4,-0.9176851448564677,True
Cz,-0.5009023891983417,True
Pz,-0.8196215235830551,True
Oz,-0.5751237089586493,True
Fz,-0.661546914421914,True
C3,-1.3337715916648747,True
C4,-0.4703753918156712,True
P3,-0.769211983727309,True
P4,-0.8324923749439901,True
Cz,-0.4042310002862858,True
Pz,-0.4311350195395514,True
Oz,-0.27129147595620723,True
Fz,-0.32632972180907105,True
C3,-0.6027359220202952,True
C4,-0.6118304907646577,True
P3,-0.46840983366454414,True
P4,-0.22368246899488664,True
Cz,-0.9890717415897188,True
Pz,-0.828459440522102,True
Oz,-1.0377712692125158,True
Fz,-0.9513032008598213,True
C3,-1.1031478485012807,True
C4,-0.7755955040639975,True
P3,-0.890276247418195,True
P4,-1.0928290136647385,True
Cz,-0.9138109953712582,True
Pz,-1.1215345111980397,True
Oz,-0.8191704840059635,True
Fz,-0.910205356784885,True
C3,-1.6757326609416123,True
C4,-1.0706079641634347,True
P3,-0.8483123829296341,True
P4,-1.0776194714587024,True
Cz,-0.4174362054122963,True
Pz,-0.6746821813359702,True
Oz,-0.5169402564108714,True
Fz,-0.3919459619030307,True
C3,-0.9348950544917898,True
C4,-1.3302062118859912,True
P3,-1.0594294010209315,True
P4,-0.6414915904635958,True
Cz,-0.8368090534857553,True
Pz,-0.5744868910915214,True
Oz,-0.5129218505231968,True
Fz,-0.6685977320974862,True
C3,-1.1901411871563017,True
C4,-1.133708260679802,True
P3,-0.7993091481206538,True
P4,-0.825644470433496,True
Cz,-0.5319610025013736,True
Pz,-1.1566755638637223,True
Oz,-0.33870406185267316,True
Fz,-0.31816775552275545,True
C3,-1.1062808706125538,True
C4,-0.894777465540737,True
P3,-1.0485293107682838,True
P4,-1.0073938746623505,True
