Channel,Value,Mask
Cz,-0.32866962373934955,True
Pz,-0.5595605363481854,True
Oz,0.3698556826230155,True
Fz,-0.4547662982925628,True
C3,-0.19708614043267336,True
C4,-0.813416281425674,True
P3,-0.08330090757310647,True
P4,-0.4337332494510059,True
Cz,-0.663277078412458,True
Pz,-0.45488810787278433,True
Oz,0.34060295750438524,True
Fz,-0.8308383744504033,True
C3,-0.819346524618166,True
C4,-0.9112211247406351,True
P3,-0.3439400578057128,True
P4,-0.31174106700664417,True
Cz,-0.19826221937914698,True
Pz,-0.5563786069760359,True
Oz,0.46175038885422265,True
Fz,-0.3310275622695898,True
C3,-0.7444884445692548,True
C4,-1.269027117353956,True
P3,-0.694401309916576,True
P4,-0.27891009532956823,True
Cz,-0.3749483255097576,True
Pz,-0.44761498366327174,True
Oz,0.22891566186653023,True
Fz,-0.3657856693664208,True
C3,-0.6561074609179056,True
C4,-0.6958428448612418,True
P3,0.09249342345789366,True
P4,-0.15016064891260794,True
Cz,0.2480965767802868,True
Pz,-0.09151051575362591,True
Oz,-0.1514508096022573,True
Fz,-0.13700472455181867,True
C3,-0.7446632191760164,True
C4,-0.9297988023792593,True
P3,-0.34816794046501365,True
P4,0.039765450997359515,True
Cz,-0.5932833269837589,True
Pz,-0.6823347758306144,True
Oz,0.4379676775069018,True
Fz,-0.29562660487153525,True
C3,-0.09488060505574902,True
C4,-0.8469165329578029,True
P3,-0.2785650886420314,True
P4,-0.04032984589964242,True
Cz,-0.9573512066547957,True
Pz,-0.9519184354050557,True
Oz,-0.13687744579441088,True
Fz,-1.0789582058497171,True
C3,-0.9825199344725609,True
C4,-1.2746267381368064,True
P3,-0.8188202201898884,True
P4,-0.9042958817827476,True
Cz,-0.4652778431568776,True
Pz,-0.4643320585968104,True
Oz,0.1028108325086712,True
Fz,-0.9128705185417239,True
C3,-0.8861593951428637,True
C4,-1.4617264806092243,True
P3,-0.2560605932141654,True
P4,-0.6530165986820275,True
Cz,-0.6241618997651125,True
Pz,-1.0900249687205616,True
Oz,-0.5000945888288207,True
Fz,-0.9012890080704671,True
C3,-1.1277086053710115,True
C4,-1.2100356797496767,True
P3,-0.6004560964751036,True
P4,-1.044320825387148,True
Cz,-0.3589542950175676,True
Pz,-0.4453965934897683,True
Oz,0.23891001861504585,True
Fz,-0.23785564975699067,True
C3,-1.0613748420710312,True
C4,-1.060282069129167,True
P3,-0.10232785366686663,True
P4,-0.4264646228996121,True
Cz,-0.44393257076229026,True
Pz,-0.8134593014644568,True
Oz,0.03785896630769752,True
Fz,-0.5283551379565392,True
C3,-1.3262034447784024,True
C4,-1.2550921241307014,True
P3,-0.33316559265107554,True
P4,-0.6242153538530374,True
Cz,-0.6144868350437108,True
Pz,-0.7084252972017275,True
Oz,-0.44769695516826347,True
Fz,-0.7607912685111374,True
C3,-0.7303628450003139,True
C4,-1.4072314627781064,True
P3,-0.33607603296290284,True
P4,-0.8734723712882253,True
Cz,-0.3121540323062559,True
Pz,-0.284646438709144,True
Oz,0.008982833277216934,True
Fz,-0.7555012958825238,True
C3,-1.0170812828697091,True
C4,-0.9376123860127045,True
P3,-0.2551043760890202,True
P4,-0.5304018394409611,True
Cz,0.11007262455703584,True
Pz,-0.15099161452294269,True
Oz,0.4521617893936142,True
Fz,0.02566574723614459,True
C3,-0.5269270757818487,True
C4,-0.46682492058385483,True
P3,0.6271333339873998,False
P4,-0.35793952051059225,True
Cz,0.42809541619236513,False
Pz,0.2966389495095247,True
Oz,0.7918129424414216,True
Fz,0.6431852324101843,True
C3,-0.4419563204201876,True
C4,0.1629930267379976,False
P3,0.1648972740888189,True
P4,0.7326136193981138,False
Cz,-0.5045327330866669,True
Pz,-1.2069590967133221,True
Oz,-0.05256877252244871,True
Fz,-0.9937018259797955,True
C3,-1.023671508464503,True
C4,-0.9616504438537581,True
P3,-0.519166971436057,True
P4,-0.5871330193472485,True
Cz,0.3254983046855642,False
Pz,-0.0072481793379760824,True
Oz,0.4293771730875469,True
Fz,0.09997326416238744,True
C3,-0.27153663540702155,True
C4,-0.4686860296990025,True
P3,-0.07324761620754795,True
P4,0.33134092978404794,True
Cz,-0.6693023943519123,True
Pz,-0.4690588255189649,True
Oz,0.020411179568295256,True
Fz,-0.5929152971144038,True
C3,-1.011219146528589,True
C4,-1.0384837489839394,True
P3,-0.5409145563358986,True
P4,-0.7775684785483815,True
Cz,-0.3895595685868328,True
Pz,-0.25707520308899084,True
Oz,0.020652622903895627,True
Fz,-0.4631894653364001,True
C3,-0.49301706914779947,True
C4,-0.8375764261346139,True
P3,0.3168635269723721,True
P4,-0.5397338599536716,True
Cz,-0.8560442063115078,True
Pz,-0.8414659246753157,True
Oz,-0.6564734640891033,True
Fz,-0.8993003080024116,True
C3,-1.3064284207428236,True
C4,-1.8530469386406943,True
P3,-0.6952054112390402,True
P4,-1.1358082374834102,True
Cz,-0.2576302589445836,True
Pz,-0.4215766616334236,True
Oz,0.44704849967626453,True
Fz,0.8362432719972436,True
C3,-0.2313982606357079,True
C4,-1.4317281844799892,True
P3,-0.28417848344675695,True
P4,-0.18537951537494135,True
Cz,-0.39386834114372105,True
Pz,-1.0608192161943812,True
Oz,0.30427199003441563,True
Fz,-0.4824207938054746,True
C3,-0.7635833609747068,True
C4,-1.3608800589150476,True
P3,-1.2809907169740395,True
P4,-0.6941348656554599,True
