Channel,Value,Mask
Cz,0.9118822295800431,True
Pz,0.44296042041476796,False
Oz,1.9733588199843748,True
Fz,1.461799546800144,True
C3,0.6686630599420232,True
C4,1.0208734435466333,True
P3,0.9427759270276079,False
P4,0.9539686467817025,False
Cz,1.211359729838018,True
Pz,1.5643612921705494,True
Oz,2.3689365551240016,True
Fz,1.5654905782477762,True
C3,0.8623292813031226,True
C4,1.4268489769053716,True
P3,1.5664591615707262,True
P4,1.7755720418212833,True
Cz,1.46522155442336,True
Pz,1.4218313225252484,True
Oz,2.3198864746806014,True
Fz,2.0539103066834614,True
C3,1.5854023003826376,True
C4,1.4034952375017398,True
P3,1.6310128088162126,True
P4,1.6672215036456028,True
Cz,1.9972884856449125,True
Pz,1.7364454292504679,True
Oz,2.8642213190787595,True
Fz,2.236130148856323,True
C3,1.3077924162562575,True
C4,2.0808531145457554,True
P3,1.9042351918572855,True
P4,2.0442662933972846,True
Cz,1.828223399367343,True
Pz,1.4576479611793798,True
Oz,2.976740977503924,True
Fz,2.294798617730762,True
C3,1.439249320492336,True
C4,1.838040070070718,True
P3,1.952616074175778,True
P4,1.6808513149789266,True
Cz,1.053075288082902,True
Pz,1.208265213306148,True
Oz,2.094326982848899,True
Fz,1.4787017060495815,True
C3,0.8519627704366466,True
C4,1.3648694175645373,True
P3,1.5954393719580762,True
P4,1.1979452805722186,True
Cz,1.866389501825542,True
Pz,0.8079329167044207,True
Oz,2.9200554684452564,True
Fz,2.4365396464728515,True
C3,1.6623652664836577,True
C4,2.030990810613596,True
P3,2.0757429912723846,True
P4,1.6248543771992916,True
Cz,1.984639828324707,True
Pz,1.5428397583446223,True
Oz,3.184283000051558,True
Fz,2.3841147665043363,True
C3,1.7770949681017538,True
C4,1.6472053833318228,True
P3,2.1239324242003246,True
P4,1.7453597566050296,True
Cz,1.3498133415080247,True
Pz,2.243708990727609,True
Oz,2.747577736400332,True
Fz,1.800554608946906,True
C3,1.2352495991860744,True
C4,1.3663150098124264,True
P3,1.827371027283815,True
P4,1.8514639386226708,True
Cz,1.5248200464001844,True
Pz,2.4464616373048282,True
Oz,3.2732455220532515,True
Fz,2.455178526089826,True
C3,1.6884519376825862,True
C4,1.4802592648062909,True
P3,2.0776157872918435,True
P4,2.0799340596397893,True
Cz,1.3898610404451226,True
Pz,1.8682463135119947,True
Oz,3.191389146419523,True
Fz,2.2719263919507955,True
C3,1.743231316881171,True
C4,1.7734715559223762,True
P3,2.192153101436989,True
P4,1.8942265460154735,True
Cz,1.260199658923763,True
Pz,0.9690367850036085,True
Oz,2.4120677496368366,True
Fz,1.7404057182387087,True
C3,1.248917918545659,True
C4,1.484306187004943,True
P3,1.4101142755293092,True
P4,0.9472974397465113,False
Cz,0.8985672802785872,True
Pz,1.1566784006404802,True
Oz,2.1431732174684397,True
Fz,1.5054607167422938,True
C3,0.866519397511898,True
C4,1.0679919764374217,True
P3,1.558006665389178,True
P4,1.5487985677585965,True
Cz,1.503084265374138,True
Pz,1.9953503852069958,True
Oz,2.964785160388169,True
Fz,2.2081754380904797,True
C3,1.4249608745672506,True
C4,1.6197791708751992,True
P3,1.608675677227044,True
P4,2.0004734381807237,True
Cz,0.9241279414363038,True
Pz,0.7140357855005797,True
Oz,2.076695227420258,True
Fz,1.476116738728182,True
C3,1.3244157492831452,True
C4,1.3414972136722256,True
P3,1.3957258206832313,True
P4,1.1571716611813314,True
Cz,0.8540412418243752,True
Pz,1.1972963148944908,True
Oz,2.278234065796649,True
Fz,1.7346921989514408,True
C3,1.1954399129287772,True
C4,1.67012090521554,True
P3,1.3888566562257485,True
P4,1.7065108778325093,True
Cz,1.4852362589974224,True
Pz,1.3050646175296154,True
Oz,2.3749251819356254,True
Fz,2.3006342320890307,True
C3,1.6980412311278552,True
C4,1.1985918989815476,True
P3,1.8374828082260182,True
P4,1.8662518373884514,True
Cz,0.8019833673110345,True
Pz,0.6013550835236848,False
Oz,1.7161074962381773,False
Fz,1.617926189028377,True
C3,1.2109296363308233,True
C4,1.612952216810625,True
P3,1.3990859023490223,True
P4,1.578386377343992,True
Cz,1.4982934521041522,True
Pz,2.198063548917871,True
Oz,2.203709505870039,True
Fz,1.734974829833374,True
C3,1.1543802381344752,True
C4,1.4963896430959482,True
P3,1.530388885860714,True
P4,2.015379508296133,True
Cz,1.8917699049443086,True
Pz,1.980905223259059,True
Oz,3.425587367325039,True
Fz,2.300977836698081,True
C3,1.699205032639895,True
C4,2.0459289707911874,True
P3,1.9895437011611279,True
P4,1.7099925062893622,True
Cz,1.382339193041077,True
Pz,2.211986444463443,True
Oz,3.1118784716580703,True
Fz,2.239341624534221,True
C3,1.6354474631804392,True
C4,1.5102810533741282,True
P3,1.8785334329961503,True
P4,2.172902695996724,True
Cz,1.4457222697657621,True
Pz,1.6968921612934018,True
Oz,2.916172761078425,True
Fz,2.086369451574867,True
C3,1.1589386753579303,True
C4,1.3581219806619842,True
P3,1.7442362528197186,True
P4,1.8211331517487845,True
Cz,0.7624462964243713,True
Pz,1.1479516979677327,True
Oz,1.5021390807389567,False
Fz,1.3313759470641722,True
C3,0.7973911163998967,True
C4,0.7643104392258585,True
P3,1.3574650951733322,True
P4,1.2359974174119732,True
Cz,1.952735776994242,True
Pz,1.7189457827579186,True
Oz,3.2584288090743083,True
Fz,2.5104370472091615,True
C3,1.5543315502008879,True
C4,1.6527680689870627,True
P3,2.070791392965011,True
P4,1.9451766183328871,True
Cz,1.9885104045055952,True
Pz,1.670195519455402,True
Oz,3.015349613075864,True
Fz,2.322103767293591,True
C3,1.3256952672079276,True
C4,1.9409402137476524,True
P3,2.05156429839156,True
P4,1.7763983797488536,True
Cz,1.499396904976262,True
Pz,1.9522682560078777,True
Oz,3.1765454224876044,True
Fz,2.071026075199915,True
C3,1.9292287460139534,True
C4,1.3123314527626468,True
P3,2.0453293210319,True
P4,1.7559572181806025,True
Cz,1.864199677603253,True
Pz,2.1826605300353794,True
Oz,3.4666604561213687,True
Fz,2.5868464709374677,True
C3,1.8295262340523268,True
C4,1.9377589288106574,True
P3,2.1045984794059005,True
P4,2.4326249339520434,True
Cz,1.1388008641013299,True
Pz,1.8957286373802893,True
Oz,3.074759578211587,True
Fz,2.118898955241136,True
C3,1.2404036539049956,True
C4,1.2803435503649512,True
P3,1.9977549595053656,True
P4,2.0038708643061436,True
Cz,1.5835768257207654,True
Pz,1.7320622606535183,True
Oz,2.797909717449019,True
Fz,2.2413593436968253,True
C3,1.575538574818014,True
C4,1.7526337663963778,True
P3,1.9109054990916572,True
P4,1.679684298969761,True
Cz,2.0295775111831804,True
Pz,1.9412836322737943,True
Oz,3.4348850883599553,True
Fz,2.655963194869638,True
C3,1.893783875133761,True
C4,1.8398197693325125,True
P3,2.0686787970488614,True
P4,2.2784929203026025,True
Cz,1.7599759271222775,True
Pz,2.197592214562313,True
Oz,3.213862357151974,True
Fz,2.4105722899825857,True
C3,1.6670034721544151,True
C4,1.404190562898018,True
P3,1.8711739721404357,True
P4,2.4471754733643243,True
Cz,1.6763481231179298,True
Pz,1.9037128803737662,True
Oz,3.197395458589603,True
Fz,2.409781396266993,True
C3,1.3492121772863657,True
C4,1.766289544317077,True
P3,2.143801016588084,True
P4,1.8988745765743549,True
Cz,1.3342703135624943,True
Pz,2.0816268403956593,True
Oz,3.040725004122277,True
Fz,2.1375748533931977,True
C3,1.4656401440772204,True
C4,1.7069393092908656,True
