Channel,Value,Mask
Cz,0.3843428621594404,True
Pz,0.8243792119806639,True
Oz,0.26867380861310153,True
Fz,-0.2065475487494076,True
C3,-0.07629550639505751,True
C4,-0.1760516230357882,True
P3,-0.06812561605259053,True
P4,0.6347313493713146,True
Cz,0.08467416471068984,True
Pz,0.6966647273517685,True
Oz,0.34728963487888714,True
Fz,-0.33442184866383545,True
C3,-0.04544131348073857,True
C4,-0.39276775336558234,True
P3,0.04882007006908112,True
P4,0.735513359975634,True
Cz,1.1148920257256845,True
Pz,1.6999968080472143,True
Oz,1.4459703525497545,True
Fz,0.6776320636536609,True
C3,0.024645342564651708,True
C4,0.043628665085184475,True
P3,1.0920707755709345,True
P4,1.3238990669816124,True
Cz,0.5336030091738491,True
Pz,1.1861962814480898,True
Oz,1.112157696855845,True
Fz,0.3888639097927107,True
C3,0.20183632980996855,True
C4,0.2625244289827179,True
P3,1.1692397616771162,True
P4,1.215718683699683,True
Cz,1.216285043647386,True
Pz,0.9599873846420832,True
Oz,1.4255426361064494,True
Fz,0.9031191709875761,True
C3,0.5010743404808602,True
C4,0.3070780272984523,True
P3,0.885415853960591,True
P4,1.2233681499863,True
Cz,0.9588474667597326,True
Pz,0.9438279530573834,True
Oz,0.9563360140326217,True
Fz,0.7785916663722064,True
C3,0.05894601705814392,True
C4,0.4485941672358113,True
P3,0.6324263475121208,True
P4,0.4171876182374483,True
Cz,0.9625642794752249,True
Pz,1.5716806006870678,True
Oz,1.3524883716503555,True
Fz,0.6880548767493669,True
C3,0.6857776602124299,True
C4,0.5493682842295184,True
P3,1.0344564713511504,True
P4,1.6642558252279638,True
Cz,1.1521780932940549,True
Pz,1.5886847435713989,True
Oz,1.6473047717659934,True
Fz,0.9197185576564616,True
C3,0.5927765725255536,True
C4,0.3949764100545005,True
P3,1.1642947709040494,True
P4,1.331755724911193,True
Cz,1.4462441900623144,True
Pz,1.4568221562136052,True
Oz,1.513155175803717,True
Fz,1.1779922067306707,True
C3,1.0583909108763325,True
C4,0.5731552881437949,True
P3,1.2592570358374668,True
P4,1.5606754196706332,True
Cz,1.0197915175527508,True
Pz,1.536455980184506,True
Oz,1.0340449902854694,True
Fz,0.9329213012978647,True
C3,0.6468004340736723,True
C4,0.5613058010603499,True
P3,1.0662266582405806,True
P4,1.8342326452200657,True
Cz,0.8425592667844042,True
Pz,1.435256941479401,True
Oz,1.1430868649601449,True
Fz,0.5069883976137726,True
C3,0.4934642892791987,True
C4,0.13658851204325506,True
P3,0.7412189712887297,True
P4,1.0250684111461088,True
Cz,1.0514571458362896,True
Pz,2.2751221986179146,True
Oz,1.9085039656347038,True
Fz,1.354262587414137,True
C3,0.8437286653560196,True
C4,0.3818127173370399,True
P3,1.8524331967691225,True
P4,1.6892960899096225,True
Cz,0.8623769374093814,True
Pz,2.051132741180496,True
Oz,1.7854888412914325,True
Fz,1.1320270780652677,True
C3,0.2235610696344372,True
C4,0.5214881370802614,True
P3,1.3159403590358911,True
P4,1.6168911853617682,True
Cz,1.3302964274768285,True
Pz,1.5949907854221255,True
Oz,2.0590665400075787,True
Fz,1.2802702133273587,True
C3,0.9004074456710586,True
C4,0.9573394778774686,True
P3,1.4385882769723592,True
P4,1.6514582638379889,True
Cz,1.0031064584582425,True
Pz,0.9861302092697398,True
Oz,1.7832191861809825,True
Fz,1.2430441443286602,True
C3,0.3826808072074542,True
C4,0.16246066748513624,True
P3,1.1033417567266472,True
P4,0.8180616740029627,True
Cz,1.2376562468753485,True
Pz,1.394599221267182,True
Oz,1.4926597619485273,True
Fz,1.220943732945809,True
C3,0.9128740776859625,True
C4,0.6984154118035457,True
P3,1.1273622427063448,True
P4,1.595236027716378,True
Cz,0.1424321956892232,True
Pz,0.0958159053560607,True
Oz,0.47749404643228766,True
Fz,0.2863277067129517,True
C3,0.1277276038021074,True
C4,0.32453496764962153,True
P3,0.3748530892563343,True
P4,0.59719575553216,True
Cz,1.284549799896852,True
Pz,1.560478124681945,True
Oz,1.2101860590963074,True
Fz,0.9349325568161279,True
C3,0.7325163343402149,True
C4,0.9238925628634105,True
P3,0.7101570460771539,True
P4,1.6556908354198585,True
Cz,1.211476645605757,True
Pz,1.942686294532941,True
Oz,1.933857158635173,True
Fz,1.6112501163024582,True
C3,0.9266959575456813,True
C4,0.693839834869104,True
P3,1.528065939415955,True
P4,1.7612685475236372,True
Cz,1.2556576505476884,True
Pz,2.0020633861575097,True
Oz,1.8494949598413644,True
Fz,1.4422136458247683,True
C3,1.124320641864874,True
C4,0.7765675035645853,True
P3,1.749326421334835,True
P4,1.7673255865446285,True
Cz,1.1858206097282027,True
Pz,1.3400635558355285,True
Oz,1.2692121859892103,True
Fz,0.9698270857778721,True
C3,1.0666818238335471,True
C4,0.5642124456125904,True
P3,0.8615573116049655,True
P4,1.7485880008519463,True
Cz,1.2183708782866396,True
Pz,2.0817509161266137,True
Oz,1.7261004633941788,True
Fz,1.3814646339330312,True
C3,0.5850346110502241,True
C4,0.48168235492235956,True
P3,1.592194595719534,True
P4,1.6653900644107242,True
Cz,1.1385801170192977,True
Pz,2.1366017335131082,True
Oz,1.6029314157749954,True
Fz,1.345710039879939,True
