Channel,Value,Mask
Cz,-1.0800780220265043,True
Pz,-0.7623444681429359,True
Oz,-0.2504995714623675,True
Fz,-1.0660209210077742,True
C3,-0.7088766901828203,True
C4,-0.7763051834295792,True
P3,-0.744579003181207,True
P4,-0.9061745175174674,True
Cz,-0.39642517107052694,True
Pz,-0.34330931804797205,True
Oz,-0.13689146867126334,True
Fz,-0.8786204965080693,True
C3,-0.7497419738634702,True
C4,-0.5758242727611063,True
P3,-0.11776934494454037,True
P4,-0.18215351170533634,True
Cz,-1.1352332203455973,True
Pz,-0.7238861191359204,True
Oz,-0.1539924640216006,True
Fz,-0.728388043686224,True
C3,-0.983128535921917,True
C4,-1.010141666538004,True
P3,-0.45210953599665893,True
P4,-0.5041639423442152,True
Cz,-1.1583571942010136,True
Pz,-0.24850074650408877,True
Oz,-0.2555047733369536,True
Fz,-0.5550828534983642,True
C3,-0.7851230251179269,True
C4,-0.583717546266847,True
P3,-0.6480482835673653,True
P4,0.14287201799474364,True
Cz,-1.277144044383996,True
Pz,-1.5174290594371362,True
Oz,-0.5128438821269136,True
Fz,-1.3336524842764061,True
C3,-1.4358788013761965,True
C4,-1.1620317737227774,True
P3,-0.84968031042641,True
P4,-1.1453511258985027,True
Cz,-0.4776208045579211,True
Pz,-0.1389912873920697,True
Oz,-0.39767230943509174,True
Fz,-0.6279146525205891,True
C3,-0.7095629453620844,True
C4,-0.42256618981854893,True
P3,-0.18897690806094486,True
P4,-0.20678381395062367,True
Cz,-0.6781583534186418,True
Pz,-0.785955917137469,True
Oz,-0.12867204549629468,True
Fz,-0.43756415463927617,True
C3,-0.7020755154764973,True
C4,-0.104738122887469,True
P3,-0.3513485094860145,True
P4,-0.08056935164439726,True
Cz,-0.1531396811768804,True
Pz,0.052232109575472696,True
Oz,0.51779518487944,True
Fz,0.10333019339367525,True
C3,-0.3710322511750557,True
C4,-0.28105093493168976,True
P3,-0.24922623697980806,True
P4,0.6534576705589888,True
Cz,-1.1101014494277093,True
Pz,-1.0619130557362852,True
Oz,-0.2517781135808001,True
Fz,-1.128768889155549,True
C3,-1.0742882322253964,True
C4,-0.896004842954788,True
P3,-0.771185940079778,True
P4,-0.6701005747326996,True
Cz,-0.7308229422642722,True
Pz,0.7386894052353762,True
Oz,0.39953561389317843,True
Fz,-0.37191513260580317,True
C3,-0.6481025709910777,True
C4,-0.6223798143872536,True
P3,0.039885040811859514,True
P4,0.16111450646360914,True
Cz,-1.1863100633382526,True
Pz,-0.09674166265803973,True
Oz,-0.06814679369593896,True
Fz,-0.6905454738732365,True
C3,-1.049206404599301,True
C4,-0.6394508650046121,True
P3,-0.2675826031823891,True
P4,-0.4459943129844088,True
Cz,-1.138640904116014,True
Pz,-0.40597748510493503,True
Oz,-0.5564920715150466,True
Fz,-1.2952733015310294,True
C3,-1.2504669058497797,True
C4,-0.81632528259915,True
P3,-0.9642655807900447,True
P4,-0.4787752572312382,True
Cz,-0.5319030767463311,True
Pz,0.37827092638666643,True
Oz,0.22232105155424944,True
Fz,-0.304947072310924,True
C3,-0.8354207250165887,True
C4,-0.5373291735126239,True
P3,-0.04780234987915846,True
P4,0.10773736762698696,True
Cz,-1.037770722515123,True
Pz,-0.9549124330899833,True
Oz,-0.6744890164402381,True
Fz,-0.9684546399093369,True
C3,-1.4982910228663304,True
C4,-1.2769089215037372,True
P3,-0.8780723516167118,True
P4,-1.293544466981479,True
Cz,-0.5222608135762181,True
Pz,-0.9313105174685793,True
Oz,-0.14197956404678277,True
Fz,-0.6903489639299807,True
C3,-1.4577348603629312,True
C4,-0.9676165310141277,True
P3,-1.4141794002148944,True
P4,-1.0032511246993827,True
Cz,-0.9970297842093381,True
Pz,-0.9222142375023423,True
Oz,0.10710787269370642,True
Fz,-1.0217775878711446,True
C3,-1.3884914630722927,True
C4,-1.517245587993383,True
P3,-1.11837299054447,True
P4,-0.5177843095657862,True
Cz,-0.6912064158563349,True
Pz,-0.6066067335995007,True
Oz,-0.028239859505106858,True
Fz,-0.44985705678563603,True
C3,-1.187193872649772,True
C4,-0.7994900889147325,True
P3,-0.6583030404136135,True
P4,-0.40632211266764434,True
Cz,-1.354188074796981,True
Pz,-1.0287992954171286,True
Oz,-0.1561908123221018,True
Fz,-0.8635398981032396,True
C3,-1.1374953178775324,True
C4,-0.8522689404760732,True
P3,-0.5858425889387452,True
P4,-0.6635688666085495,True
Cz,-1.0913565009064712,True
Pz,-0.13145171237513162,True
Oz,-0.07841884222088948,True
Fz,-0.5858015173724673,True
C3,-1.1227394344816637,True
C4,-1.2005071921174477,True
P3,-0.19294324698508783,True
P4,-0.24387885307482535,True
Cz,-1.3368844970564528,True
Pz,-1.1115308999913747,True
Oz,-0.7070380940193387,True
Fz,-1.075144146813683,True
C3,-1.3434228293268051,True
C4,-1.2855299414175327,True
P3,-0.9972522872058798,True
P4,-0.4801169524800459,True
Cz,-1.1156510204835912,True
Pz,-0.44481458897395926,True
Oz,-0.06795589897425924,True
Fz,-0.7341876892636423,True
C3,-1.0726179345521494,True
C4,-0.8531328237362046,True
P3,-0.539596045379387,True
P4,-0.37637937048751835,True
