dataset,subject_session,subject_id,session_id,group,epoch_idx,task,task_orientation,state,channel,cortical_region,hemisphere,band_power,log_band_power,sub_ch
Jin et al. (2019),1_2,1,2,jin2019,14,vs,external,MW,P7,parietal,left,0.4894180212133968,-0.7145383055755137,1_P7
Jin et al. (2019),1_2,1,2,jin2019,14,vs,external,MW,P7,parietal,left,0.4894180212133968,-0.7145383055755137,1_P7
Jin et al. (2019),1_2,1,2,jin2019,14,vs,external,MW,P7,parietal,left,0.4894180212133968,-0.7145383055755137,1_P7
Jin et al. (2019),1_2,1,2,jin2019,28,vs,external,MW,P7,parietal,left,3.6765050760090525,1.3019625933166037,1_P7
Jin et al. (2019),1_2,1,2,jin2019,28,vs,external,MW,P7,parietal,left,3.6765050760090525,1.3019625933166037,1_P7
Jin et al. (2019),1_2,1,2,jin2019,40,vs,external,MW,P7,parietal,left,0.6220112414307691,-0.47479711336645125,1_P7
Jin et al. (2019),1_2,1,2,jin2019,42,vs,external,MW,P7,parietal,left,1.1159419634160688,0.10969885849939345,1_P7
Jin et al. (2019),1_2,1,2,jin2019,88,vs,external,MW,P7,parietal,left,2.972102370688749,1.0892695713123457,1_P7
Jin et al. (2019),1_2,1,2,jin2019,88,vs,external,MW,P7,parietal,left,2.972102370688749,1.0892695713123457,1_P7
Jin et al. (2019),1_2,1,2,jin2019,88,vs,external,MW,P7,parietal,left,2.972102370688749,1.0892695713123457,1_P7
Jin et al. (2019),1_2,1,2,jin2019,88,vs,external,MW,P7,parietal,left,2.972102370688749,1.0892695713123457,1_P7
Jin et al. (2019),1_2,1,2,jin2019,88,vs,external,MW,P7,parietal,left,2.972102370688749,1.0892695713123457,1_P7
Jin et al. (2019),1_2,1,2,jin2019,88,vs,external,MW,P7,parietal,left,2.972102370688749,1.0892695713123457,1_P7
Jin et al. (2019),1_2,1,2,jin2019,90,vs,external,MW,P7,parietal,left,2.659784622457317,0.9782451505144325,1_P7
Jin et al. (2019),1_2,1,2,jin2019,90,vs,external,MW,P7,parietal,left,2.659784622457317,0.9782451505144325,1_P7
Jin et al. (2019),1_2,1,2,jin2019,90,vs,external,MW,P7,parietal,left,2.659784622457317,0.9782451505144325,1_P7
Jin et al. (2019),1_2,1,2,jin2019,90,vs,external,MW,P7,parietal,left,2.659784622457317,0.9782451505144325,1_P7
