sub_ch,Group,C(state)[T.OT],subject[C(subject_id)[025]],subject[C(subject_id)[026]],subject[C(subject_id)[027]],subject[C(subject_id)[028]],subject[C(subject_id)[029]],subject[C(subject_id)[030]],subject[C(subject_id)[031]],subject[C(subject_id)[032]],subject[C(subject_id)[033]],subject[C(subject_id)[034]],subject[C(subject_id)[035]],subject[C(subject_id)[036]],subject[C(subject_id)[037]],subject[C(subject_id)[038]],subject[C(subject_id)[039]],subject[C(subject_id)[040]],subject[C(subject_id)[041]],subject[C(subject_id)[042]],subject[C(subject_id)[043]],subject[C(subject_id)[044]],subject[C(subject_id)[045]],subject[C(subject_id)[046]],subject[C(subject_id)[047]],subject[C(subject_id)[048]],subject[C(subject_id)[049]],subject[C(subject_id)[050]],subject[C(subject_id)[051]],subject[C(subject_id)[052]],subject[C(subject_id)[053]],subject[C(subject_id)[054]],subject[C(subject_id)[055]],subject[C(subject_id)[060]],subject[C(subject_id)[061]],subject[C(subject_id)[062]],subject[C(subject_id)[063]],subject[C(subject_id)[064]],subject[C(subject_id)[065]],subject[C(subject_id)[066]],subject[C(subject_id)[067]],subject[C(subject_id)[068]],subject[C(subject_id)[069]],subject[C(subject_id)[070]],subject[C(subject_id)[071]],subject[C(subject_id)[072]],subject[C(subject_id)[073]],subject[C(subject_id)[074]],subject[C(subject_id)[075]],subject[C(subject_id)[076]],subject[C(subject_id)[077]],subject[C(subject_id)[078]]
026_C5,-0.347188810034845,-0.034602222280592884,,-0.32144304735753887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_C6,-0.3622957031609216,-0.003474023316914495,,-0.32199521913038515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CP1,-0.1868739672341515,-0.20042730406386672,,-0.24785966644330382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CP2,-0.3773875540498859,0.07050120284179046,,-0.30489510217429244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CP3,-0.22501242802891952,-0.2156756392503436,,-0.2878825222163198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CP4,-0.1809004569608302,0.1642701769476444,,-0.09243797578957243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CP5,-0.11353777459265707,-0.2726880472846645,,-0.21271844753114616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CP6,-0.06542049308323984,0.08116731277121064,,-0.02447068352191506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_CPz,-0.2588065393306276,-0.10970311050562866,,-0.27415802894936936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Cz,-0.17774572543024889,-0.08896715357828906,,-0.19389767823958595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F1,-0.08533108197080354,0.18346169709982793,,2.3979310428687366e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F2,0.14543092605565583,-0.0030208130856634995,,0.12743603063769884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F3,-0.10778999989126455,0.15329166346635334,,-0.03226823067720256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F4,-0.09595492657992334,-0.0007517791199115945,,-0.0852119474205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F5,-0.1515694635833837,0.09586796981553047,,-0.09464480740477807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F6,0.1661584246566414,-0.1752728663950388,,0.07486447486578285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F7,-0.1560257050032476,0.01953172862993506,,-0.13001335732133246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_F8,-0.03356396384064902,-0.261863072899227,,-0.13749998202348054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FC1,-0.16636608873112296,0.06821643385187415,,-0.11912049933068819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FC2,-0.23453778994345084,0.03464253562862183,,-0.19326139441408408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FC3,-0.2919245418325905,0.09668201200543051,,-0.21849811515130174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FC4,-0.11883028473086724,-0.06824778787698935,,-0.13323873953974552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FC5,-0.3572709670141263,0.13188500083406796,,-0.26182554930752333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FC6,-0.22584669748633754,-0.20746692102759814,,-0.2852413867204361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FCz,-0.07316804678720502,0.19347251343493377,,0.014907214440952032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FT7,-0.1474793794176332,-0.11374054208499851,,-0.17731607301104424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_FT8,-0.09495777395503636,-0.022849272606871418,,-0.09342659987980428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Fp1,0.07697029540291975,-0.1899307365912496,,-0.010084868675488823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Fp2,0.17350892133470922,-0.3625435925535525,,0.0042739456421531765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Fpz,0.10447747429082792,-0.2324064638444611,,-0.0032321998792246825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Fz,-0.08614709325049262,0.1934384215355945,,0.003409110971300522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Iz,0.09915521673555283,-0.050755325600450076,,0.06683951332371585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_O1,0.19579509578067883,-0.04769734872732996,,0.15360691783427244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_O2,0.46321478060831706,-0.16306098741331768,,0.34273201418771476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_Oz,0.13996366447141392,0.04927789752157648,,0.14412849505415307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_P1,-0.032253385964332845,-0.2204255177034569,,-0.11928162461190427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_P10,0.30818852291621,-0.3003286558763022,,0.14905285120969672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_P2,-0.10208174725902039,0.17827671039784987,,-0.016931799170602103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026_P3,0.15271840626164443,-0.2941388719548239,,0.014038564341216309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
